runtime_minutes,movie_average_rating,movie_number_of_votes,approval_index,production_budget,domestic_gross,worldwide_gross,director_age_at_release,adventure,drama,family,action,comedy,fantasy,animation,sci-fi,thriller,war,crime,history,biography,sport,romance,horror,musical,mystery,western,music,documentary,film-noir,news
-0.5187554783300067,0.2949965936569378,-0.3683778740333539,0.21351984644993674,4.27312546216071,1.2137843899833551,1.1308220323013627,1.0423383029085973,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.31361966979295197,-0.9827217965272785,-0.7467763790636102,-0.9838681267499454,4.27312546216071,0.1523297831422148,0.2216258842233845,1.134490084540635,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7120593728923216,-0.6342531446588552,0.29660918946982967,-0.06537504035729957,4.056851869680783,2.0572444417244857,1.8306026767268344,-1.2614562378923468,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.6982863774180712,-1.0988780138167522,-0.31765333216688496,-0.627607024369841,4.056851869680783,1.3095695587944982,2.2974189684955766,-0.6163937664680825,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4556396122210032,0.17884037636746306,1.682070726123555,0.8103979692605477,4.056851869680783,1.0441691052162512,1.1280682904504968,0.21297226822025733,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3274667985034856,0.41115281094641154,2.6684719837070716,1.121254109139809,4.056851869680783,0.24204453054520547,2.2381214819817687,-0.6163937664680825,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2248988942349583,-0.4019407100799077,-0.14785709577818834,-0.09055326240633589,3.8405782772008576,0.42871573169586946,0.5395964814751328,0.8580347396445217,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35307170795247583,0.2949965936569378,2.0156415732065383,0.9468628630133784,3.6243046847209315,1.758933116286828,2.521019683862793,-0.5242419848360448,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.21105176552442462,-0.05347205821148444,1.319741229773108,0.5811464938212156,3.6243046847209315,1.3277234128376747,2.0261895189584527,1.6874007743328616,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1992198515496848,0.17884037636746306,1.8148980364034457,0.8322027546983897,3.6243046847209315,1.1916125193535596,1.541219715133714,0.30512404985229513,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.15976781339016094,-0.1696282755009592,1.5246012451582547,0.5358583817066115,3.6243046847209315,0.4158740596787237,2.335424942325615,-0.06348307667585595,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5069235643552669,-0.75040936194833,0.08690692517411225,-0.21495981799768485,3.6243046847209315,-0.19081262894839426,0.42772609671708095,-0.8006973297321581,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04551626161946,1.2242463319727308,-0.4546991824812774,0.713737658766123,3.6243046847209315,-0.5078217579898375,0.22575613895754695,-0.8928491113641959,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.4044297933230228,0.2949965936569378,0.20288275563876196,0.5218523202395515,3.5810499662249464,1.0614330098570737,0.7396167406740041,1.0423383029085973,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.7120593728923216,0.7596214628148338,0.8670079668768322,1.047891735435855,3.451285810736991,0.39881979196022915,1.3678353840186,1.5952489927008238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.9684791335636399,0.9919338973937823,2.455639834869627,1.5163392742447834,3.4080310922410058,0.9363171369687446,1.404302751333857,1.134490084540635,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.31361966979295197,-2.260440186711494,-0.8900252976545415,-2.0829465652725463,3.4080310922410058,-0.8243289601113414,-0.7983571733264807,-0.15563485830789373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.057199909121633585,-2.608908838579916,-0.4287982538823471,-1.634372529889422,3.321521655249035,2.610981870368152,1.645276029184643,-0.06348307667585595,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.15976781339016094,0.17884037636746306,2.152222476904225,0.8831822033087156,3.1917574997610796,3.297609470334987,2.39561142757202,-0.43209020320400704,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.6470024252838076,1.1080901146832571,1.414499618290035,1.4197117894546287,3.1917574997610796,2.213542396284548,2.369635530274852,-0.6163937664680825,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.467471526195743,0.2949965936569378,0.2553877028423728,0.5419010339843613,3.1917574997610796,1.7593496057193734,0.9671662430860921,-0.6163937664680825,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8777431432698524,-1.3311904483957007,-0.18402087042879633,-0.7057029619998706,3.1917574997610796,1.1087554492459957,0.9080261558735402,1.2266418661726728,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.430034702772013,0.2949965936569378,0.04656997113453475,0.4562467654494383,3.1917574997610796,1.012443330442919,1.517981726268506,1.5952489927008238,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6726073347327977,0.5273090282358863,0.01099588487584637,0.5919815287671352,3.1917574997610796,0.9695234862448937,1.7746121469465581,-0.2477866399399315,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4161875740614793,-1.3311904483957007,-0.1250860517209852,-0.6792781386164639,3.1917574997610796,0.741020596476432,0.3788828239479827,-0.06348307667585595,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14793589941542112,0.41115281094641154,-0.10127171281653967,0.4591295164552247,3.1917574997610796,0.7036318037511321,0.8902235648933379,-0.5242419848360448,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.353145841188759,0.8757776801043086,0.020578321244539927,0.8249423854943831,3.1917574997610796,0.3413824260244835,0.4838625286678001,2.6089185906532393,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2505038036839485,0.41115281094641154,0.6253037671580933,0.7417228653354787,3.1917574997610796,0.2302629501651727,0.935327624614536,0.765882958012484,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
